review,cleaned_review,Date,Route,Traveler_Type,Competitor,Key_Issue,Sentiment_Score
"✅ Trip Verified |  On October 15, 2021, I attempted to return to Thailand via American Airlines (AA) and Japan Airlines (JAL) connecting flights. I was cleared to board by AA and only upon arrival in Japan that JAL personnel forced me to return to America because I needed COVID clearance from the Thai government. I had to spend an additional 15 days in the US. I formally submitted my complaint to AA customer services and the end is hardly in sight. I am neither the first or last customer to be dissatisfied with AA. ","On October 15, 2021, I attempted to return to Thailand via American Airlines (AA) and Japan Airlines (JAL) connecting flights. I was cleared to board by AA and only upon arrival in Japan that JAL personnel forced me to return to America because I needed COVID clearance from the Thai government. I had to spend an additional 15 days in the US. I formally submitted my complaint to AA customer services and the end is hardly in sight. I am neither the first or last customer to be dissatisfied with AA.",2023-04-20,JFK-LHR,Leisure,Japan Airlines (JAL),Staff Service,-0.09166666666666669
"✅ Trip Verified |  I usually fly DELTA, but decided to try American Airlines for a couple company trips to Dallas in Sept 2022. I’ve been very disappointed. There was a 4-hour delay on my flight out of BWI to DFW. I needed to return home early for a family matter, so I spent the afternoon before my return flight looking for an earlier flight. They had a couple, but the up charges were $500+ and $900+. There were several other (non direct) flights that would get me as close as DC in time, but they wanted $250 for those. I was also told that I could not get a refund if I were to find a flight with another airline, so I decided to just stick with my original American reservation. I wasn’t able to check in online for some reason—the counter person told me that it was a computer glitch. They had trouble checking me in—a person in training tried initially and got confused. A second employee tried and was also confused. A third employee at the counter made some calls and finally got it worked out. They also told me at that time that my flight back to BWI was delayed an hour and a half. It may be rare, but I’ve never experienced a delay… until now…a 4 hour delay going to Dallas, and an hour and a half delay returning. Delayed coming and going! Wow. I feel like they didn’t make any effort to help me at any stage of my trip. I felt very unimportant to American Airlines. I think I will avoid flying with them in the future. I was extremely disappointed with my experience. Oh, and they also changed the gate at the last minute from B6 to D34. Anyone who knows DFW knows that it’s not easy to get from terminal B to terminal D.","I usually fly DELTA, but decided to try American Airlines for a couple company trips to Dallas in Sept 2022. I’ve been very disappointed. There was a 4-hour delay on my flight out of BWI to DFW. I needed to return home early for a family matter, so I spent the afternoon before my return flight looking for an earlier flight. They had a couple, but the up charges were $500+ and $900+. There were several other (non direct) flights that would get me as close as DC in time, but they wanted $250 for those. I was also told that I could not get a refund if I were to find a flight with another airline, so I decided to just stick with my original American reservation. I wasn’t able to check in online for some reason—the counter person told me that it was a computer glitch. They had trouble checking me in—a person in training tried initially and got confused. A second employee tried and was also confused. A third employee at the counter made some calls and finally got it worked out. They also told me at that time that my flight back to BWI was delayed an hour and a half. It may be rare, but I’ve never experienced a delay… until now…a 4 hour delay going to Dallas, and an hour and a half delay returning. Delayed coming and going! Wow. I feel like they didn’t make any effort to help me at any stage of my trip. I felt very unimportant to American Airlines. I think I will avoid flying with them in the future. I was extremely disappointed with my experience. Oh, and they also changed the gate at the last minute from B6 to D34. Anyone who knows DFW knows that it’s not easy to get from terminal B to terminal D.",2025-07-31,JFK-LHR,Business,Delta,Flight Delay,-0.07053763440860215
✅ Trip Verified |  Came at 1:30pm for my flight at 4pm from Miami to Houston. Now they delayed 5 hours. Claiming was weather and lying! When I came at 1:30pm was ok an plane was already delayed. Worst company only cheap excuses!,Came at 1:30pm for my flight at 4pm from Miami to Houston. Now they delayed 5 hours. Claiming was weather and lying! When I came at 1:30pm was ok an plane was already delayed. Worst company only cheap excuses!,2024-01-12,LAX-JFK,Business,None,Flight Delay,0.0
✅ Trip Verified |  I often travel out the country for business 1 to 3 times a month. Once upon a time American was my preferred airline of choice due to its dependable work ethics but this past 12 months I have lost all confidence in this airline and its ability to deliver good customer service. 3 out of 5 last flights have been canceled due to maintenance or staffing. To me thier excuses have been unacceptable. I try to be a loyal returning customer but these ongoing inconveniences has taken away my piece of mind with traveling with American airlines. I suggest that the higher ups find a new management team that has the ability to make this airline dependable and trustworthy once again before its too late to recover. The best excuse is no excuse. Please get your priorities together and fix all your short coming that can be avoided like maintenance issues that should have been corrected before you are set to take off and your rude customer service practices. I spend too much money with this airline to continually get my travel plans ruined over and over again,I often travel out the country for business 1 to 3 times a month. Once upon a time American was my preferred airline of choice due to its dependable work ethics but this past 12 months I have lost all confidence in this airline and its ability to deliver good customer service. 3 out of 5 last flights have been canceled due to maintenance or staffing. To me thier excuses have been unacceptable. I try to be a loyal returning customer but these ongoing inconveniences has taken away my piece of mind with traveling with American airlines. I suggest that the higher ups find a new management team that has the ability to make this airline dependable and trustworthy once again before its too late to recover. The best excuse is no excuse. Please get your priorities together and fix all your short coming that can be avoided like maintenance issues that should have been corrected before you are set to take off and your rude customer service practices. I spend too much money with this airline to continually get my travel plans ruined over and over again,2025-01-14,JFK-LHR,Business,None,Flight Delay,0.08792335115864526
"✅ Trip Verified |  I flew Medellin to Miami, had to check my bag in Miami because I bought something at the shops after customs. When I got to Miami ground crew verified My routing. So I went to the gate and they were delayed Incoming flight and had a mechanical issue. I then missed my connecting flight and had to argue with the lady about putting me on Alaska airlines. The lady said she wrote the baggage crew a message saying to reroute my bag but that didn’t happen. When I left Miami thinking my bag was going with me. Found out at my final destination that my bag went from Miami to Minneapolis. And the only thing they compensated for was a 100 dollars travel credit. They need to be removed from the oneworld alliance if that is how they treat there emerald status passengers. Pretty pathetic but I guess we get what we paid for.","I flew Medellin to Miami, had to check my bag in Miami because I bought something at the shops after customs. When I got to Miami ground crew verified My routing. So I went to the gate and they were delayed Incoming flight and had a mechanical issue. I then missed my connecting flight and had to argue with the lady about putting me on Alaska airlines. The lady said she wrote the baggage crew a message saying to reroute my bag but that didn’t happen. When I left Miami thinking my bag was going with me. Found out at my final destination that my bag went from Miami to Minneapolis. And the only thing they compensated for was a 100 dollars travel credit. They need to be removed from the oneworld alliance if that is how they treat there emerald status passengers. Pretty pathetic but I guess we get what we paid for.",2023-11-24,LAX-JFK,Business,Alaska Airlines,Baggage,-0.15
"✅ Trip Verified |  No help from customer service whatsoever. We were on time for our flight despite weather delays from our connection. The doors closed and boarding stopped 15 min prior to departure (normal). We were sitting at the gate directly next to our flight, with no last minute calls or any announcements about boarding ending. Obviously begged to be let onto the flight, which then got delayed and we watched our airplane sit there for 30 minutes not being allowed to board. They booked us on a non direct flight for the following day and did not provide accommodations for the night. Says “because of weather” we cannot provide accommodations. ","No help from customer service whatsoever. We were on time for our flight despite weather delays from our connection. The doors closed and boarding stopped 15 min prior to departure (normal). We were sitting at the gate directly next to our flight, with no last minute calls or any announcements about boarding ending. Obviously begged to be let onto the flight, which then got delayed and we watched our airplane sit there for 30 minutes not being allowed to board. They booked us on a non direct flight for the following day and did not provide accommodations for the night. Says “because of weather” we cannot provide accommodations.",2025-01-05,DFW-ORD,Leisure,None,Staff Service,0.01875
"Not Verified | Charleston to Salt Lake City. VERY DISAPPOINTED, I booked a two way trip through American and not only was I delayed over 4 hours on the first trip but 2 weeks later I got delayed an entire day. I called customer service and they said they couldn’t reimburse me. I got denied twice over the phone for reimbursement. On the website. And I quote “if we or our airline partner fails to operate or delays your arrival more than 4 hours, our sole obligation is to refund the remaining ticket value.” Do not fly with American Airlines. They are cheaper for a reason.","Charleston to Salt Lake City. VERY DISAPPOINTED, I booked a two way trip through American and not only was I delayed over 4 hours on the first trip but 2 weeks later I got delayed an entire day. I called customer service and they said they couldn’t reimburse me. I got denied twice over the phone for reimbursement. On the website. And I quote “if we or our airline partner fails to operate or delays your arrival more than 4 hours, our sole obligation is to refund the remaining ticket value.” Do not fly with American Airlines. They are cheaper for a reason.",2023-05-22,ORD-LHR,Leisure,None,Flight Delay,-0.10227272727272728
"✅ Trip Verified |  It was terrible. My flight was canceled. No announcement about flight cancellations. Customer service was very rude. I called American Airlines customer service. Flight was rescheduled. I was promised that my suitcase will follow me. Never happened Now, in the middle of the night, after terrible flight with a lot of waiting time, I am sitting in the airport and waiting for my suitcase to come with another flight because they will deliver my stuff in 24-48 hours","It was terrible. My flight was canceled. No announcement about flight cancellations. Customer service was very rude. I called American Airlines customer service. Flight was rescheduled. I was promised that my suitcase will follow me. Never happened Now, in the middle of the night, after terrible flight with a lot of waiting time, I am sitting in the airport and waiting for my suitcase to come with another flight because they will deliver my stuff in 24-48 hours",2023-08-18,JFK-LHR,Leisure,None,Baggage,-0.47800000000000004
"Not Verified |  I left LGA this morning (9-12-22) on flight AA2127 going to DCA & then on to PNS on flight AA1488. There was not much time for a connection at DCA with the initial flight from LGA delayed. However, the folks at DCA held the continuing flight to PNS. Minor inconveniences were sure to surface from those already loaded on the PNS flight. It was ready to roll with people on board, but American did the right thing and held the PNS flight for about a dozen of us (unrelated people). I just wanted to say thanks! This was an extremely kind act for all affected.","I left LGA this morning (9-12-22) on flight AA2127 going to DCA & then on to PNS on flight AA1488. There was not much time for a connection at DCA with the initial flight from LGA delayed. However, the folks at DCA held the continuing flight to PNS. Minor inconveniences were sure to surface from those already loaded on the PNS flight. It was ready to roll with people on board, but American did the right thing and held the PNS flight for about a dozen of us (unrelated people). I just wanted to say thanks! This was an extremely kind act for all affected.",2023-06-06,LAX-JFK,Business,None,Staff Service,0.1685714285714286
✅ Trip Verified |  I was flying for work to a conference from Michigan to Pennsylvania. At my first flight of the day from Michigan to Chicago we were alerted that not all luggage was capable of fitting under the plane however the staff assured us that we would have our luggage at the end destination. After a 10 hour layover in Chicago I flew to Harrisburg Pennsylvania. My luggage containing all my work materials for the conference never showed up and was still in Michigan. The employee working baggage claim was indignant and overall rude. While working with me to get my information for me to file a missing bag report she stopped four times to start and finish other peoples’ requests after which she blamed me for not checking up on my luggage in Chicago as if I had any control over that. Following my dismissal from my conference for being unable to participate in my capacity the airline has still yet to send my luggage from Michigan. When I call to check on it I get the same indignant worker and there is no public ally available number to call in order to speak to someone about my issue. I would warn every customer who would check a bag with American against them. Their entire customer service is nonexistent and their employees are lackluster at best.,I was flying for work to a conference from Michigan to Pennsylvania. At my first flight of the day from Michigan to Chicago we were alerted that not all luggage was capable of fitting under the plane however the staff assured us that we would have our luggage at the end destination. After a 10 hour layover in Chicago I flew to Harrisburg Pennsylvania. My luggage containing all my work materials for the conference never showed up and was still in Michigan. The employee working baggage claim was indignant and overall rude. While working with me to get my information for me to file a missing bag report she stopped four times to start and finish other peoples’ requests after which she blamed me for not checking up on my luggage in Chicago as if I had any control over that. Following my dismissal from my conference for being unable to participate in my capacity the airline has still yet to send my luggage from Michigan. When I call to check on it I get the same indignant worker and there is no public ally available number to call in order to speak to someone about my issue. I would warn every customer who would check a bag with American against them. Their entire customer service is nonexistent and their employees are lackluster at best.,2023-09-29,DFW-ORD,Business,None,Baggage,0.08166666666666665
"✅ Trip Verified |  Worst airline ever. Started our trip on September 1 to a cancelled flight due to weather despite all other airlines flying into the same location. They rebooked us for the following day at 10 pm which would cause us to miss our connection in Lima to Cusco and cause a domino effect of missed booked tours etc, not to mention paid for hotels we didn't use and couldn't get reimbursed for. Eventually they did rebook our original flight on Alaska airlines which flew into Dallas on time. Our connection to Lima, however, was delayed. When we finally boarded, we sat on the aircraft for 1.5 hours waiting for a copilot to show before the flight was pushed back 3 hours due to a curfew in Lima. We had to get off the plane and wait only to find out an hour later the flight was delayed until the following morning. There was a 200 person line at the customer service desk with 2 people working so we didn't even bother to try for a hotel or food voucher. The next morning flight got delayed an additional hour, but we finally made it to Lima. Our trip has now ended and we were supposed to be on a morning flight September 11 at 0800 to Dallas, but the flight was delayed 5 times inside of 15 minutes and eventually rescheduled 24 hours after the inital departure time this time due to mechanical issues. The story we got was the issue couldn't be fixed and they were bringing another plane in. Someone else we spoke to said there was a part they couldn't get and didn't know when it would arrive so who knows what the real answer is. No one on the phone for customer service could help us. We were on the phone for 1.5 hours and the best they could offer was a 30 hour travel time with 2 layovers in the opposite direction of where we needed to go only to arrive at the same time as we would if we waited until the next day (today). Just as we were about to leave for the airport this morning 5 texts came in stating the flight was delayed multiple different times. We called customer service who reassured us the flight was still happening and only delayed 20 mins. We got to the airport today and waited in line for 3 hours before receiving a text saying the flight had been canceled, but another scheduled flight to Dallas left on time. Staff directing people to the counter lines refused to give any information and were dismissive of people's concerns. When we got to the ticket counter, we were told all other flight options were already booked and the best they could do was give us a flight on a different carrier at 0100 tomorrow (40 hours after our originally scheduled flight) with an additional 8 hour layover at LAX. They finally booked us with a different carrier and hopefully we will make it home 2 days late. They told us before they weren't obligated to rebook us with any other carrier if the delay was 24 hours or less and that they don't have any other partner airlines they can book with, yet miraculously after the 24 hour mark they can and do book us with someone else. Half of our trip time has been spent traveling and we have lost wages at work, cost of extra hotels, and food. We had a family member with a medical emergency at the end of our trip and were unable to make it home in time before they passed away. Overall, the numerous excuses, delays, lack of willingness to accommodate customers, and inability to resolve issues in a timely manner make American Airlines one of the worst companies I've traveled with. I will never use them again.","Worst airline ever. Started our trip on September 1 to a cancelled flight due to weather despite all other airlines flying into the same location. They rebooked us for the following day at 10 pm which would cause us to miss our connection in Lima to Cusco and cause a domino effect of missed booked tours etc, not to mention paid for hotels we didn't use and couldn't get reimbursed for. Eventually they did rebook our original flight on Alaska airlines which flew into Dallas on time. Our connection to Lima, however, was delayed. When we finally boarded, we sat on the aircraft for 1.5 hours waiting for a copilot to show before the flight was pushed back 3 hours due to a curfew in Lima. We had to get off the plane and wait only to find out an hour later the flight was delayed until the following morning. There was a 200 person line at the customer service desk with 2 people working so we didn't even bother to try for a hotel or food voucher. The next morning flight got delayed an additional hour, but we finally made it to Lima. Our trip has now ended and we were supposed to be on a morning flight September 11 at 0800 to Dallas, but the flight was delayed 5 times inside of 15 minutes and eventually rescheduled 24 hours after the inital departure time this time due to mechanical issues. The story we got was the issue couldn't be fixed and they were bringing another plane in. Someone else we spoke to said there was a part they couldn't get and didn't know when it would arrive so who knows what the real answer is. No one on the phone for customer service could help us. We were on the phone for 1.5 hours and the best they could offer was a 30 hour travel time with 2 layovers in the opposite direction of where we needed to go only to arrive at the same time as we would if we waited until the next day (today). Just as we were about to leave for the airport this morning 5 texts came in stating the flight was delayed multiple different times. We called customer service who reassured us the flight was still happening and only delayed 20 mins. We got to the airport today and waited in line for 3 hours before receiving a text saying the flight had been canceled, but another scheduled flight to Dallas left on time. Staff directing people to the counter lines refused to give any information and were dismissive of people's concerns. When we got to the ticket counter, we were told all other flight options were already booked and the best they could do was give us a flight on a different carrier at 0100 tomorrow (40 hours after our originally scheduled flight) with an additional 8 hour layover at LAX. They finally booked us with a different carrier and hopefully we will make it home 2 days late. They told us before they weren't obligated to rebook us with any other carrier if the delay was 24 hours or less and that they don't have any other partner airlines they can book with, yet miraculously after the 24 hour mark they can and do book us with someone else. Half of our trip time has been spent traveling and we have lost wages at work, cost of extra hotels, and food. We had a family member with a medical emergency at the end of our trip and were unable to make it home in time before they passed away. Overall, the numerous excuses, delays, lack of willingness to accommodate customers, and inability to resolve issues in a timely manner make American Airlines one of the worst companies I've traveled with. I will never use them again.",2024-11-14,MIA-GRU,Leisure,None,Flight Delay,-0.023518518518518515
Not Verified |  Our flight attendants were the best ever. We were traveling with two kids and they were so so helpful. One of them a name was Gabrielle and she came and offered to hold my baby and then wrote my three year old a note and gave her chocolate. I will fly again with American just because their staff is so nice,Our flight attendants were the best ever. We were traveling with two kids and they were so so helpful. One of them a name was Gabrielle and she came and offered to hold my baby and then wrote my three year old a note and gave her chocolate. I will fly again with American just because their staff is so nice,2025-03-19,DFW-ORD,Leisure,None,Staff Service,0.5
"Not Verified | Wichita to Indianapolis via Dallas. Airline communication was awful on the ground. They needed more staff to help handle everything properly. After flight got delayed several times resulting in a total of over 5 and a half hours, the crew moved everyone to a different gate that was about half a mile away and told everyone to wait for more info at 11:30 pm on a flight that was supposed to leave at 6:00 pm. After finally getting off the ground at 12:15 am, turbulence prevented drink service for half of the plane the rest of the 2+ hour flight. Plane seating was surprisingly cramped where I could not straighten my legs out, which is unfortunate because I was hoping I could at least get some rest on the plane. Most of the crew was actually friendly, which is sad because the overall situation seems to be a recurring symptom of a company that does not care about their workers or customers. It would have actually been two hours faster to drive from Wichita to Indianapolis.","Wichita to Indianapolis via Dallas. Airline communication was awful on the ground. They needed more staff to help handle everything properly. After flight got delayed several times resulting in a total of over 5 and a half hours, the crew moved everyone to a different gate that was about half a mile away and told everyone to wait for more info at 11:30 pm on a flight that was supposed to leave at 6:00 pm. After finally getting off the ground at 12:15 am, turbulence prevented drink service for half of the plane the rest of the 2+ hour flight. Plane seating was surprisingly cramped where I could not straighten my legs out, which is unfortunate because I was hoping I could at least get some rest on the plane. Most of the crew was actually friendly, which is sad because the overall situation seems to be a recurring symptom of a company that does not care about their workers or customers. It would have actually been two hours faster to drive from Wichita to Indianapolis.",2025-02-21,DFW-ORD,Leisure,None,Flight Delay,-0.011842105263157888
"✅ Trip Verified |  Courtney was the best flight attendant I have ever had. Very courteous, friendly and you could tell loved her job. She made sure you had a great flight","Courtney was the best flight attendant I have ever had. Very courteous, friendly and you could tell loved her job. She made sure you had a great flight",2023-02-03,JFK-LHR,Leisure,None,Staff Service,0.6221428571428571
"Not Verified |  I booked my seat for these flights 5 months in advance. I was told I was being moved to coach for the long flight between Philadelphia and Seattle minutes before the flight was due to board. I was told I would not have my money returned to me and instead be provided with a voucher for future travel, which I don't need and wouldn't use. The reason provided was that the computer randomly selects four passengers to reseat in order to comply with weight distribution requirements. Upon further investigation, I discovered this was a lie and the airline had overbooked the aircraft. Although ultimately I did have my seat remain in first class, I was surrounded by people who had booked their first class seats within days of the flight. If the weight really needed to be leveled out in the plane, why weren't passengers being asked to move who had booked their travel more recently? I had booked these seats for medical reasons and as I explained that to the manager on duty at the gate in Philadelphia, it didn't seem to matter. The airline also charged me for first class for my flight from Albany to Philadelphia while I was stuffed into a regular seat at the front of the small plane that didn't differ from any of the other seats. Food is also not provided for short flights even though I was in first class. The flight from Philadelphia to Seattle was grounded for 2.5 hours before take off due to a sensor issue with the lavatory sensor. No compensation was offered to the passengers of the plane for this major inconvenience. On my return trip I had a layover at Chicago International and my connection flight got moved to the opposite side of the Airport at the last minute and my wheel chair assistance was late and I almost missed my connection flight back to Albany. Overall, I felt undervalued as a consumer of American Airlines. I do not feel they give proper treatment to passengers with disabilities.","I booked my seat for these flights 5 months in advance. I was told I was being moved to coach for the long flight between Philadelphia and Seattle minutes before the flight was due to board. I was told I would not have my money returned to me and instead be provided with a voucher for future travel, which I don't need and wouldn't use. The reason provided was that the computer randomly selects four passengers to reseat in order to comply with weight distribution requirements. Upon further investigation, I discovered this was a lie and the airline had overbooked the aircraft. Although ultimately I did have my seat remain in first class, I was surrounded by people who had booked their first class seats within days of the flight. If the weight really needed to be leveled out in the plane, why weren't passengers being asked to move who had booked their travel more recently? I had booked these seats for medical reasons and as I explained that to the manager on duty at the gate in Philadelphia, it didn't seem to matter. The airline also charged me for first class for my flight from Albany to Philadelphia while I was stuffed into a regular seat at the front of the small plane that didn't differ from any of the other seats. Food is also not provided for short flights even though I was in first class. The flight from Philadelphia to Seattle was grounded for 2.5 hours before take off due to a sensor issue with the lavatory sensor. No compensation was offered to the passengers of the plane for this major inconvenience. On my return trip I had a layover at Chicago International and my connection flight got moved to the opposite side of the Airport at the last minute and my wheel chair assistance was late and I almost missed my connection flight back to Albany. Overall, I felt undervalued as a consumer of American Airlines. I do not feel they give proper treatment to passengers with disabilities.",2025-07-02,JFK-LHR,Leisure,None,Staff Service,0.01026785714285714
"✅ Trip Verified |  Flying out to Athens on a 9.5 hour trip on a Boeing 787-8. My 1 star review is because of how extremely tight American Airlines have gotten with the Economy Class. First there was no more room overhead for our bags and the foot space was horribly tight with no space for a bag! We just came a month earlier on a Lufthansa flight to Bucharest and they had a decent amount of space on there Economy Flights. I would not recommend AA for such a long flight. I would go with another airline that cares about people, not just how much money they can make from herding as many people as possible on a plane!","Flying out to Athens on a 9.5 hour trip on a Boeing 787-8. My 1 star review is because of how extremely tight American Airlines have gotten with the Economy Class. First there was no more room overhead for our bags and the foot space was horribly tight with no space for a bag! We just came a month earlier on a Lufthansa flight to Bucharest and they had a decent amount of space on there Economy Flights. I would not recommend AA for such a long flight. I would go with another airline that cares about people, not just how much money they can make from herding as many people as possible on a plane!",2025-11-03,ORD-LHR,Leisure,Lufthansa,Seat Comfort,0.034573412698412694
"Not Verified |  Horrible transfer management with American Airlines at Dallas international Airport. 2,30h transfer time and still missed our flight. AA was not able to rebook us to our final destination. Had to fly to Frankfurt and from there take a train home. Baggage got lost and arrived 11 days later. Although I had a lot of requests to customer service they did not refund us anything! Worst airline I ever flew with.","Horrible transfer management with American Airlines at Dallas international Airport. 2,30h transfer time and still missed our flight. AA was not able to rebook us to our final destination. Had to fly to Frankfurt and from there take a train home. Baggage got lost and arrived 11 days later. Although I had a lot of requests to customer service they did not refund us anything! Worst airline I ever flew with.",2025-11-29,LAX-JFK,Leisure,None,Staff Service,-0.18125
"✅ Trip Verified |  So me, my fiancé and daughter went to Dallas for a wedding. I'm flying back alone and she asked if I would take the carry on. So when I get to the gate I was going to ask to get a first class ticket and said I don't care right now I'll pay. She clicks a little on the key board and says there is no available seats so I believe her why wouldn't I. Now we're getting ready to leave and they pull 2 customers to the front. I said excuse me, I asked if those were available and was told they weren't.  Thank you for judging me and not letting buy a first class ticket. My son lives in another state and I usually use another airline and I will make sure to continue to do so.","So me, my fiancé and daughter went to Dallas for a wedding. I'm flying back alone and she asked if I would take the carry on. So when I get to the gate I was going to ask to get a first class ticket and said I don't care right now I'll pay. She clicks a little on the key board and says there is no available seats so I believe her why wouldn't I. Now we're getting ready to leave and they pull 2 customers to the front. I said excuse me, I asked if those were available and was told they weren't.  Thank you for judging me and not letting buy a first class ticket. My son lives in another state and I usually use another airline and I will make sure to continue to do so.",2025-01-03,LAX-JFK,Leisure,None,Staff Service,0.09985119047619047
Not Verified |  We had a great flight going to Rome Friday evening. This is my first time using American airlines. The flight was full and the boarding was orderly. I found the seats very comfortable. I sat in the back of the plane. The flight was uneventful and we landed on time. The flight attendants were very friendly and helpful. I am happy to recommend flying American airlines and hope my return flight is just as successful as the first one.,We had a great flight going to Rome Friday evening. This is my first time using American airlines. The flight was full and the boarding was orderly. I found the seats very comfortable. I sat in the back of the plane. The flight was uneventful and we landed on time. The flight attendants were very friendly and helpful. I am happy to recommend flying American airlines and hope my return flight is just as successful as the first one.,2024-11-21,DFW-ORD,Leisure,None,None,0.38249999999999995
"Not Verified |  Allowed my son to travel (minor) with American Airlines on a domestic flight, after our stellar experience with Avianca out of the country. Oh my goodness was I wrong to do so. Arrived three hours early for his flight, when the recommendation was 1 1/2 - 2 hours. Long lines at baggage check got him within 1 hour of boarding time once he hit TSA. He was nervous it was now cutting it close and called me, so I told him to simply mention it to an employee and he was assured it would be ok. One of the TSA agents pulled him aside because he looked ""nervous"" and held him up until he had missed the flight. This isn't even the complaint. It's what happened next. I told him to go to the customer service desk and let me speak with the attendant - as he was a minor and couldn't make his own flight changes. The customer service rep told me he would not speak to me period, or allow me to be on the phone with my son while he made his arrangements and told my son to hang up on me. When my son called me back, they had re-routed him from coming home to Chicago, where all outgoing flights had been cancelled due to weather. I then attempted to contact American Airlines customer support to be sure he would not be sent somewhere he had no family, American Airlines told me if a minor is traveling (he's 17 and just cannot make airline ticket purchases without an adult not a child) they can do whatever they want with his destinations and whether or not they allow him a flight at all without parental consent. I hate this company's policy of directly not caring about the safety of its passengers.","Allowed my son to travel (minor) with American Airlines on a domestic flight, after our stellar experience with Avianca out of the country. Oh my goodness was I wrong to do so. Arrived three hours early for his flight, when the recommendation was 1 1/2 - 2 hours. Long lines at baggage check got him within 1 hour of boarding time once he hit TSA. He was nervous it was now cutting it close and called me, so I told him to simply mention it to an employee and he was assured it would be ok. One of the TSA agents pulled him aside because he looked ""nervous"" and held him up until he had missed the flight. This isn't even the complaint. It's what happened next. I told him to go to the customer service desk and let me speak with the attendant - as he was a minor and couldn't make his own flight changes. The customer service rep told me he would not speak to me period, or allow me to be on the phone with my son while he made his arrangements and told my son to hang up on me. When my son called me back, they had re-routed him from coming home to Chicago, where all outgoing flights had been cancelled due to weather. I then attempted to contact American Airlines customer support to be sure he would not be sent somewhere he had no family, American Airlines told me if a minor is traveling (he's 17 and just cannot make airline ticket purchases without an adult not a child) they can do whatever they want with his destinations and whether or not they allow him a flight at all without parental consent. I hate this company's policy of directly not caring about the safety of its passengers.",2023-02-18,DFW-ORD,Family,Avianca,Staff Service,-0.013541666666666662
"✅ Trip Verified |  American Airlines time and time again proves why they’re ranked “the worst airline in America.” AA’s customer service policies are simply horrendous. My flight out of DCA was delayed, causing me to miss my connecting flight in Chicago. AA claimed the delay was unavoidable, despite it stemming from AA’s poor planning regarding Labor Day weekend air traffic. I was rebooked for the next morning, but offered no hotel, no meals, no voucher, nothing. To make matters worse, only God knows where my checked bag is. Do yourself a favor and fly with a different airline. AA makes Spirit look good.","American Airlines time and time again proves why they’re ranked “the worst airline in America.” AA’s customer service policies are simply horrendous. My flight out of DCA was delayed, causing me to miss my connecting flight in Chicago. AA claimed the delay was unavoidable, despite it stemming from AA’s poor planning regarding Labor Day weekend air traffic. I was rebooked for the next morning, but offered no hotel, no meals, no voucher, nothing. To make matters worse, only God knows where my checked bag is. Do yourself a favor and fly with a different airline. AA makes Spirit look good.",2024-03-12,ORD-LHR,Leisure,Spirit,Flight Delay,0.0
"Not Verified |  Our trip out of Sacramento CA on flight AA2078 started late due to weather from which our plane was arriving from, but I was told no problem we will make it. So delay turned positive, then! Mechanical problems and we had another delay, about 40 minutes, no problem we will make it and we did! Until, yes another issue, a plane was in our spot and we had another delay of 25 minutes and this caused us to miss our connector by 5 minutes and I was met with attitude at the desk telling us that the problem was weather related which was not true, when I called customer service they said you had mechanical difficulties and were treated to stand by, so yes they did get me off stand by the next day but no room offered plus I am a type one diabetic and I plan trips to be easy, will never trust American Airlines again with my vacation time and health problems when traveling again. There was so much shafting on their part to their paying customers how can anyone take this airline with trust. Never again American Airlines.","Our trip out of Sacramento CA on flight AA2078 started late due to weather from which our plane was arriving from, but I was told no problem we will make it. So delay turned positive, then! Mechanical problems and we had another delay, about 40 minutes, no problem we will make it and we did! Until, yes another issue, a plane was in our spot and we had another delay of 25 minutes and this caused us to miss our connector by 5 minutes and I was met with attitude at the desk telling us that the problem was weather related which was not true, when I called customer service they said you had mechanical difficulties and were treated to stand by, so yes they did get me off stand by the next day but no room offered plus I am a type one diabetic and I plan trips to be easy, will never trust American Airlines again with my vacation time and health problems when traveling again. There was so much shafting on their part to their paying customers how can anyone take this airline with trust. Never again American Airlines.",2025-08-23,CLT-MCO,Leisure,None,Flight Delay,0.038844696969696973
Not Verified |  American Airlines is the worst ever and I will never let my mother travel with this airline again. Imagine my 74 year old mom traveling alone and is on medication was stranded in Miami and had to sleep in the airport. This airline keep delaying the flight about 20 time and there was no solid explanation was not provided. She had wheelchair service and was left without help at Miami Airport. She had to sleep in the airport and was worried and clueless as what will happen to her. Thank God for a kindhearted Jamaican lady who was on the same plane with her and help her out. Please go back to the drawing board to better serve your customer.,American Airlines is the worst ever and I will never let my mother travel with this airline again. Imagine my 74 year old mom traveling alone and is on medication was stranded in Miami and had to sleep in the airport. This airline keep delaying the flight about 20 time and there was no solid explanation was not provided. She had wheelchair service and was left without help at Miami Airport. She had to sleep in the airport and was worried and clueless as what will happen to her. Thank God for a kindhearted Jamaican lady who was on the same plane with her and help her out. Please go back to the drawing board to better serve your customer.,2025-09-05,MIA-GRU,Family,None,Staff Service,-0.05
